ActiveHand;ConfirmDown;EffectMode;Email;Event;Framecount;HandDwellProgress01;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HmdPosX;HmdPosY;HmdPosZ;HmdRotW;HmdRotX;HmdRotY;HmdRotZ;IsHandPointing;LeftControllerLaserPosWorldX;LeftControllerLaserPosWorldY;LeftControllerLaserPosWorldZ;LeftControllerLaserRotEulerX;LeftControllerLaserRotEulerY;LeftControllerLaserRotEulerZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerTrigger;PointerForwardX;PointerForwardY;PointerForwardZ;PointerOriginX;PointerOriginY;PointerOriginZ;PointerRotationW;PointerRotationX;PointerRotationY;PointerRotationZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerTrigger;SessionID;TaskMode;Timestamp;TrackingMode;XRBackend
Right;0;None;anonymous;Sample;10;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0015;0.0043;0.0013;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;0.0037;0.0007;0.0017;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0012;0.0049;0.0020;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.4530;Controllers;OpenXR
Right;0;None;anonymous;Sample;11;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0042;0.0038;-0.0016;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;-0.0033;0.0027;-0.0050;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0038;0.0000;-0.0009;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.4730;Controllers;OpenXR
Right;0;None;anonymous;Sample;12;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0028;-0.0009;0.0022;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;-0.0044;-0.0001;0.0028;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0001;0.0022;-0.0019;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.4930;Controllers;OpenXR
Right;0;None;anonymous;Sample;13;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0004;0.0019;-0.0047;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;-0.0038;0.0011;0.0040;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0010;0.0010;-0.0015;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.5130;Controllers;OpenXR
Right;0;None;anonymous;Sample;14;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0044;0.0082;-0.0040;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;-0.0006;-0.0021;0.0009;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0029;0.0096;-0.0005;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.5330;Controllers;OpenXR
Right;0;None;anonymous;Sample;15;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0002;0.0004;-0.0076;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;-0.0033;-0.0053;0.0019;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0042;-0.0007;-0.0010;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.5530;Controllers;OpenXR
Right;0;None;anonymous;Sample;16;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0015;-0.0031;0.0018;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;-0.0032;-0.0047;-0.0016;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0006;0.0014;-0.0047;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.5730;Controllers;OpenXR
Right;0;None;anonymous;Sample;17;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0048;-0.0033;-0.0041;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;-0.0030;0.0013;0.0008;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0014;0.0002;-0.0003;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.5930;Controllers;OpenXR
Right;0;None;anonymous;Sample;18;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0016;-0.0004;0.0002;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;-0.0001;0.0040;0.0005;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0023;-0.0044;0.0017;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.6130;Controllers;OpenXR
Right;0;None;anonymous;Sample;19;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0020;0.0018;0.0016;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;0.0005;-0.0008;-0.0031;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0074;-0.0002;-0.0027;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.6330;Controllers;OpenXR
Right;0;None;anonymous;Sample;20;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0046;0.0005;0.0033;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;-0.0069;-0.0025;-0.0007;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0012;0.0037;-0.0008;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.6530;Controllers;OpenXR
Right;0;None;anonymous;Sample;21;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0033;0.0026;-0.0038;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;-0.0046;0.0002;-0.0035;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0041;0.0031;0.0037;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.6730;Controllers;OpenXR
Right;0;None;anonymous;Sample;22;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0028;-0.0022;0.0013;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;0.0016;-0.0015;-0.0017;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0012;-0.0011;0.0035;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.6930;Controllers;OpenXR
Right;0;None;anonymous;Sample;23;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0020;-0.0054;-0.0011;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;-0.0028;0.0036;0.0037;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0031;0.0005;0.0004;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.7130;Controllers;OpenXR
Right;0;None;anonymous;Sample;24;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0037;0.0033;-0.0023;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;-0.0023;-0.0002;-0.0037;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0009;0.0010;0.0007;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.7330;Controllers;OpenXR
Right;0;None;anonymous;Sample;25;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0055;0.0041;0.0005;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;-0.0006;0.0071;-0.0007;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0026;-0.0026;-0.0027;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.7530;Controllers;OpenXR
Right;0;None;anonymous;Sample;26;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0020;0.0010;0.0004;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;0.0048;-0.0008;-0.0040;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0032;-0.0015;0.0014;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.7730;Controllers;OpenXR
Right;0;None;anonymous;Sample;27;0.0000;0.0454;0.2859;-0.0679;355.3617;350.9579;357.2946;0.0454;0.2859;-0.0679;0.9957;-0.0385;-0.0797;-0.0267;0;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;0.0001;-0.9994;0.0037;0.0000;0.0000;0.0000;0;0.0000;0.0000;1.0000;-0.0021;-1.0015;0.0093;1.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0075;0.0000;0.0000;0.0000;-0.0036;-1.0011;-0.0006;0.0000;0.0000;0.0000;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.7930;Controllers;OpenXR
Right;0;None;anonymous;Sample;28;0.0000;0.0427;0.2861;-0.0682;355.2418;350.1663;357.9212;0.0427;0.2861;-0.0682;0.9952;-0.0398;-0.0864;-0.0216;0;0.2423;-0.1729;0.5612;45.9750;62.7187;195.9628;0.2431;-0.1728;0.5552;45.9750;62.7187;195.9628;0;-0.1296;0.7980;0.5886;-0.0222;0.2607;0.2765;0.8776;-0.4282;-0.1496;-0.1553;-0.0280;0.2633;0.2732;307.0606;347.5790;346.1328;-0.0277;0.2594;0.2664;307.0606;347.5790;346.1328;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.8130;Controllers;OpenXR
Right;0;None;anonymous;Sample;29;0.0000;0.0413;0.2865;-0.0685;355.1171;349.8337;358.2785;0.0413;0.2865;-0.0685;0.9950;-0.0411;-0.0891;-0.0187;0;0.2423;-0.1729;0.5612;45.9750;62.7187;195.9628;0.2397;-0.1704;0.5590;45.9765;62.7221;195.9644;0;-0.0867;0.7921;0.6042;-0.0259;0.2662;0.2786;0.8863;-0.4307;-0.1115;-0.1287;-0.0278;0.2634;0.2730;307.6177;351.8327;347.4934;-0.0222;0.2553;0.2632;307.8885;354.0804;348.2360;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.8330;Controllers;OpenXR
Right;0;None;anonymous;Sample;30;0.0000;0.0401;0.2871;-0.0689;354.8029;349.4928;358.7010;0.0401;0.2871;-0.0689;0.9947;-0.0441;-0.0920;-0.0154;0;0.2423;-0.1729;0.5612;45.9750;62.7187;195.9628;0.2366;-0.1722;0.5633;45.9760;62.7235;195.9658;0;-0.0670;0.7919;0.6069;-0.0264;0.2655;0.2772;0.8884;-0.4329;-0.0956;-0.1189;-0.0268;0.2637;0.2723;307.6349;353.7051;347.8530;-0.0134;0.2615;0.2649;307.5613;356.8824;348.2992;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.8530;Controllers;OpenXR
Right;0;None;anonymous;Sample;31;0.0000;0.0391;0.2875;-0.0694;354.5027;349.1072;359.0658;0.0391;0.2875;-0.0694;0.9943;-0.0470;-0.0952;-0.0127;0;0.2423;-0.1729;0.5612;45.9750;62.7187;195.9628;0.2338;-0.1661;0.5635;45.9759;62.7256;195.9689;0;-0.0557;0.7928;0.6069;-0.0264;0.2626;0.2672;0.8884;-0.4342;-0.0894;-0.1188;-0.0241;0.2643;0.2711;307.5481;354.7545;347.3543;-0.0069;0.2635;0.2546;307.1632;358.5351;344.5085;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.8730;Controllers;OpenXR
Right;0;None;anonymous;Sample;32;0.0000;0.0380;0.2880;-0.0702;354.2318;348.4959;359.6429;0.0380;0.2880;-0.0702;0.9937;-0.0498;-0.1003;-0.0081;0;0.2423;-0.1729;0.5612;45.9750;62.7187;195.9628;0.2327;-0.1657;0.5623;45.9752;62.7202;195.9637;0;-0.0291;0.7971;0.6031;-0.0186;0.2600;0.2729;0.8856;-0.4380;-0.0814;-0.1313;-0.0182;0.2650;0.2693;307.1430;357.2335;344.5058;0.0047;0.2624;0.2560;306.4872;2.3879;338.1251;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.8930;Controllers;OpenXR
Right;0;None;anonymous;Sample;33;0.0000;0.0364;0.2897;-0.0713;353.4708;347.5627;0.7704;0.0364;0.2897;-0.0713;0.9925;-0.0573;-0.1078;0.0005;0;0.2423;-0.1729;0.5612;45.9750;62.7187;195.9628;0.2411;-0.1711;0.5593;45.9751;62.7194;195.9627;0;0.0114;0.8016;0.5978;-0.0076;0.2686;0.2657;0.8801;-0.4426;-0.0720;-0.1561;-0.0088;0.2653;0.2675;306.7193;1.0884;339.3426;0.0207;0.2615;0.2518;306.5958;6.3305;332.2180;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.9130;Controllers;OpenXR
Right;0;None;anonymous;Sample;34;0.0000;0.0346;0.2910;-0.0724;352.3412;346.4525;1.6706;0.0346;0.2910;-0.0724;0.9908;-0.0680;-0.1167;0.0066;0;0.2423;-0.1729;0.5612;45.9750;62.7187;195.9628;0.2400;-0.1693;0.5570;45.9747;62.7202;195.9634;0;0.0399;0.8024;0.5955;-0.0008;0.2711;0.2672;0.8767;-0.4452;-0.0638;-0.1706;0.0002;0.2652;0.2662;306.6422;3.8381;336.0527;0.0269;0.2598;0.2556;306.7394;8.9044;330.5271;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.9330;Controllers;OpenXR
Right;0;None;anonymous;Sample;35;0.0000;0.0172;0.0007;0.0049;351.4772;359.0574;2.1976;0.0172;0.0007;0.0049;0.9970;-0.0744;-0.0068;0.0185;0;0.3753;-0.4643;0.5705;45.9750;76.7987;195.9628;0.3711;-0.4583;0.5720;45.9748;76.7998;195.9629;0;0.2063;0.8021;0.5604;0.0736;-0.0243;0.3385;0.8749;-0.4658;0.0534;-0.1212;0.0770;-0.0267;0.3400;306.6707;20.2124;334.0014;0.0983;-0.0355;0.3276;306.9047;25.2489;329.9240;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.9530;Controllers;OpenXR
Right;0;None;anonymous;Sample;36;0.0000;0.0148;0.0015;0.0039;350.7773;357.7036;2.7183;0.0148;0.0015;0.0039;0.9963;-0.0808;-0.0181;0.0220;0;0.3753;-0.4643;0.5705;45.9750;76.7987;195.9628;0.3769;-0.4549;0.5701;45.9719;76.8009;195.9628;0;0.2245;0.8017;0.5540;0.0899;-0.0252;0.3377;0.8727;-0.4682;0.0620;-0.1241;0.0846;-0.0274;0.3367;306.7058;22.0581;332.6393;0.1105;-0.0337;0.3187;306.7758;26.4088;329.5527;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.9730;Controllers;OpenXR
Right;0;None;anonymous;Sample;37;0.0000;0.0130;0.0024;0.0028;350.2424;356.5279;3.1144;0.0130;0.0024;0.0028;0.9956;-0.0858;-0.0279;0.0245;0;0.3753;-0.4643;0.5705;45.9750;76.7987;195.9628;0.3738;-0.4573;0.5627;45.9749;76.8007;195.9643;0;0.2283;0.8071;0.5446;0.0929;-0.0260;0.3352;0.8706;-0.4726;0.0662;-0.1195;0.0904;-0.0278;0.3333;306.1912;22.7408;332.7110;0.1042;-0.0307;0.3154;303.8923;21.3897;336.0945;0;d6f36068-f840-462d-817f-e13ce90fd0f8;LineBisection;2026-03-23 14:00:32.9930;Controllers;OpenXR
